Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Area Code,ProductId,Date
2,49,88,39,47,14,250,0,30,40,70,636,13,"12/01/12 00:00:00"
-5,69,118,49,74,44,335,0,40,60,100,417,8,"12/01/12 00:00:00"
16,68,160,92,52,28,1898,20,80,60,140,573,9,"12/01/12 00:00:00"
48,73,123,50,25,14,898,70,60,90,150,314,5,"12/01/12 00:00:00"
27,46,77,31,19,8,844,50,30,60,90,314,6,"12/01/12 00:00:00"
36,76,139,63,40,19,1075,40,60,70,130,816,3,"12/01/12 00:00:00"
26,85,153,68,59,25,619,40,60,90,150,573,2,"12/01/12 00:00:00"
72,133,221,88,61,29,817,70,70,110,180,513,11,"12/01/12 00:00:00"
121,186,320,134,65,41,690,90,110,150,260,740,12,"12/01/12 00:00:00"
25,44,73,29,19,8,490,30,20,40,60,937,8,"12/01/12 00:00:00"
29,49,82,33,20,9,870,30,30,40,70,330,9,"12/01/12 00:00:00"
87,153,306,153,66,42,1319,140,190,200,390,740,5,"12/01/12 00:00:00"
6,57,103,46,51,17,422,40,50,80,130,740,6,"12/01/12 00:00:00"
29,73,127,54,44,17,424,40,50,70,120,513,1,"12/01/12 00:00:00"
24,60,101,41,36,13,435,20,40,50,90,614,2,"12/01/12 00:00:00"
-6,65,112,47,71,42,521,10,40,70,110,419,3,"12/01/12 00:00:00"
28,63,106,43,35,13,466,20,30,50,80,262,11,"12/01/12 00:00:00"
-3,76,131,55,79,49,627,0,40,60,100,920,12,"12/01/12 00:00:00"
30,66,107,41,36,12,320,30,30,60,90,920,8,"12/01/12 00:00:00"
30,51,85,34,21,9,863,30,30,40,70,715,9,"12/01/12 00:00:00"
50,96,176,80,46,24,1079,80,100,120,220,715,5,"12/01/12 00:00:00"
13,32,56,24,19,7,567,30,30,40,70,262,6,"12/01/12 00:00:00"
22,80,145,65,58,24,403,30,60,80,140,715,1,"12/01/12 00:00:00"
20,145,250,105,125,95,716,30,100,140,240,715,2,"12/01/12 00:00:00"
57,112,195,83,55,27,575,70,80,110,190,715,3,"12/01/12 00:00:00"
47,73,123,50,26,14,898,50,50,70,120,860,11,"12/01/12 00:00:00"
28,49,82,33,21,9,818,40,30,50,80,959,13,"12/01/12 00:00:00"
27,85,153,68,58,25,619,20,50,60,110,475,9,"12/01/12 00:00:00"
36,76,139,63,40,19,1075,40,40,60,100,475,10,"12/01/12 00:00:00"
-2,76,131,55,78,49,627,10,50,70,120,475,5,"12/01/12 00:00:00"
21,65,114,49,44,16,392,40,40,70,110,959,6,"12/01/12 00:00:00"
105,174,289,115,69,37,1166,110,100,160,260,203,2,"12/01/12 00:00:00"
26,45,75,30,19,8,882,30,30,40,70,813,11,"12/01/12 00:00:00"
30,51,85,34,21,9,863,40,30,50,80,863,13,"12/01/12 00:00:00"
12,32,56,24,20,7,567,20,10,30,40,772,8,"12/01/12 00:00:00"
23,80,145,65,57,24,403,20,40,60,100,954,9,"12/01/12 00:00:00"
50,96,176,80,46,24,1079,30,60,60,120,561,10,"12/01/12 00:00:00"
21,145,250,105,124,95,716,30,100,140,240,305,5,"12/01/12 00:00:00"
58,112,195,83,54,27,575,70,80,110,190,407,6,"12/01/12 00:00:00"
73,133,221,88,60,29,817,80,70,120,190,754,2,"12/01/12 00:00:00"
122,186,320,134,64,41,690,110,120,160,280,813,3,"12/01/12 00:00:00"
29,49,82,33,20,9,870,40,30,50,80,617,11,"12/01/12 00:00:00"
25,44,73,29,19,8,490,30,30,40,70,857,13,"12/01/12 00:00:00"
7,57,103,46,50,17,422,10,30,40,70,508,9,"12/01/12 00:00:00"
-20,52,99,47,72,42,571,-10,40,50,90,339,5,"12/01/12 00:00:00"
87,153,306,153,66,42,1319,80,150,140,290,351,7,"12/01/12 00:00:00"
390,443,510,67,53,22,-3534,360,60,390,450,351,2,"12/01/12 00:00:00"
10,25,41,16,15,4,851,20,10,30,40,603,11,"12/01/12 00:00:00"
32,43,43,0,11,0,344,30,0,40,40,603,13,"12/01/12 00:00:00"
2,49,88,39,47,14,250,10,20,40,60,603,9,"12/01/12 00:00:00"
-4,69,118,49,73,44,335,10,40,70,110,603,5,"12/01/12 00:00:00"
-16,25,45,20,41,7,218,0,10,30,40,603,7,"12/01/12 00:00:00"
37,75,127,52,38,16,327,50,40,70,110,603,1,"12/01/12 00:00:00"
28,74,122,48,46,15,462,30,40,60,100,603,2,"12/01/12 00:00:00"
89,124,210,86,35,24,1003,90,90,120,210,716,11,"12/01/12 00:00:00"
133,179,302,123,46,34,959,150,120,190,310,718,12,"12/01/12 00:00:00"
52,79,133,54,27,15,601,60,50,80,130,518,13,"12/01/12 00:00:00"
309,453,747,294,144,111,1727,210,220,320,540,607,9,"12/01/12 00:00:00"
-189,-93,148,241,96,74,5121,-150,180,-80,100,716,10,"12/01/12 00:00:00"
-224,-69,66,135,155,122,3641,-210,130,-70,60,212,5,"12/01/12 00:00:00"
312,407,657,250,95,70,723,320,240,400,640,718,7,"12/01/12 00:00:00"
271,420,699,279,149,97,2642,250,250,370,620,845,2,"12/01/12 00:00:00"
46,71,120,49,25,13,845,70,50,90,140,318,2,"12/01/12 00:00:00"
31,51,85,34,20,9,863,50,40,60,100,225,3,"12/01/12 00:00:00"
77,120,214,94,43,31,540,70,80,110,190,225,8,"12/01/12 00:00:00"
26,85,153,68,59,25,619,30,60,80,140,985,9,"12/01/12 00:00:00"
-3,76,131,55,79,49,-1053,0,40,60,100,985,4,"12/01/12 00:00:00"
31,66,107,41,35,12,320,20,30,50,80,985,5,"12/01/12 00:00:00"
27,63,106,43,36,13,466,20,30,50,80,225,6,"12/01/12 00:00:00"
27,74,122,48,47,15,462,50,50,90,140,505,2,"12/01/12 00:00:00"
16,68,160,92,52,28,1898,40,100,90,190,505,3,"12/01/12 00:00:00"
9,25,41,16,16,4,851,10,10,20,30,505,8,"12/01/12 00:00:00"
7,38,69,31,31,9,1009,20,20,40,60,505,9,"12/01/12 00:00:00"
-15,25,45,20,40,7,-598,-10,10,20,30,505,4,"12/01/12 00:00:00"
-5,69,118,49,74,44,335,10,30,60,90,505,5,"12/01/12 00:00:00"
12,51,89,38,39,12,256,0,30,30,60,505,6,"12/01/12 00:00:00"
66,104,185,81,38,26,551,100,90,130,220,405,2,"12/01/12 00:00:00"
28,49,82,33,21,9,870,50,30,60,90,580,3,"12/01/12 00:00:00"
22,80,145,65,58,24,403,20,60,70,130,405,8,"12/01/12 00:00:00"
20,145,250,105,125,95,716,30,90,140,230,580,9,"12/01/12 00:00:00"
121,186,320,134,65,41,-2248,90,100,140,240,918,4,"12/01/12 00:00:00"
24,44,73,29,20,8,490,20,20,30,50,580,5,"12/01/12 00:00:00"
72,133,221,88,61,29,817,60,60,110,170,405,6,"12/01/12 00:00:00"
188,284,525,241,96,74,1321,240,280,340,620,972,2,"12/01/12 00:00:00"
30,56,99,43,26,14,531,40,50,60,110,682,3,"12/01/12 00:00:00"
28,73,127,54,45,17,424,30,50,60,110,469,8,"12/01/12 00:00:00"
24,60,101,41,36,13,435,30,30,60,90,214,9,"12/01/12 00:00:00"
47,101,168,67,54,22,-1239,30,50,70,120,512,4,"12/01/12 00:00:00"
133,179,302,123,46,34,959,110,90,140,230,972,5,"12/01/12 00:00:00"
52,79,133,54,27,15,601,40,40,60,100,214,6,"12/01/12 00:00:00"
36,75,127,52,39,16,327,40,40,70,110,435,8,"12/01/12 00:00:00"
28,74,122,48,46,15,462,40,40,70,110,801,9,"12/01/12 00:00:00"
17,68,160,92,51,28,1898,20,80,60,140,435,10,"12/01/12 00:00:00"
-4,69,118,49,73,44,335,0,30,50,80,435,11,"12/01/12 00:00:00"
12,51,89,38,39,12,256,10,20,40,60,801,12,"12/01/12 00:00:00"
-15,25,45,20,40,7,218,0,10,20,30,435,13,"12/01/12 00:00:00"
36,76,139,63,40,19,1075,50,70,90,160,435,1,"12/01/12 00:00:00"
21,65,114,49,44,16,392,50,50,80,130,801,2,"12/01/12 00:00:00"
26,85,153,68,59,25,619,50,80,100,180,435,3,"12/01/12 00:00:00"
26,46,77,31,20,8,844,30,30,40,70,435,4,"12/01/12 00:00:00"
77,120,214,94,43,31,540,70,90,110,200,435,5,"12/01/12 00:00:00"
47,73,123,50,26,14,898,50,40,70,110,435,6,"12/01/12 00:00:00"
89,124,210,86,35,24,1003,80,80,110,190,626,8,"12/01/12 00:00:00"
188,284,525,241,96,74,1321,170,220,260,480,415,9,"12/01/12 00:00:00"
29,56,99,43,27,14,531,30,40,50,90,805,10,"12/01/12 00:00:00"
134,179,302,123,45,34,959,110,90,130,220,916,11,"12/01/12 00:00:00"
53,79,133,54,26,15,601,50,30,60,90,619,12,"12/01/12 00:00:00"
47,101,168,67,54,22,677,50,40,80,120,213,13,"12/01/12 00:00:00"
-88,-25,102,127,63,40,2947,-90,150,-30,120,951,1,"12/01/12 00:00:00"
271,420,699,279,149,97,2642,350,330,500,830,707,2,"12/01/12 00:00:00"
-149,-32,192,224,117,73,4216,-150,260,-40,220,714,3,"12/01/12 00:00:00"
157,251,501,250,94,70,1820,160,240,240,480,916,4,"12/01/12 00:00:00"
31,187,322,135,156,122,940,40,130,180,310,530,5,"12/01/12 00:00:00"
216,329,576,247,113,81,1744,210,240,310,550,209,6,"12/01/12 00:00:00"
32,187,322,135,155,122,940,30,120,170,290,702,8,"12/01/12 00:00:00"
194,310,534,224,116,73,1191,170,210,280,490,775,9,"12/01/12 00:00:00"
122,185,312,127,63,40,830,120,120,170,290,775,10,"12/01/12 00:00:00"
215,329,576,247,114,81,1744,150,180,240,420,702,11,"12/01/12 00:00:00"
157,251,501,250,94,70,1820,100,180,180,360,702,12,"12/01/12 00:00:00"
-408,-294,31,294,145,111,8252,-320,210,-210,0,775,13,"12/01/12 00:00:00"
1,49,88,39,48,14,250,20,40,60,100,775,2,"12/01/12 00:00:00"
8,38,69,31,30,9,1009,30,30,50,80,702,3,"12/01/12 00:00:00"
31,43,43,0,12,0,344,30,0,40,40,702,4,"12/01/12 00:00:00"
10,25,41,16,15,4,851,10,10,20,30,775,5,"12/01/12 00:00:00"
17,35,58,23,18,6,807,20,20,30,50,702,6,"12/01/12 00:00:00"
19,36,60,24,17,6,829,20,20,30,50,541,8,"12/01/12 00:00:00"
66,104,185,81,38,26,551,70,70,100,170,541,9,"12/01/12 00:00:00"
25,44,73,29,19,8,490,30,20,30,50,971,11,"12/01/12 00:00:00"
73,133,221,88,60,29,817,60,60,100,160,971,12,"12/01/12 00:00:00"
121,186,320,134,65,41,690,100,90,140,230,503,13,"12/01/12 00:00:00"
-7,65,112,47,72,42,521,20,50,80,130,503,1,"12/01/12 00:00:00"
1,57,98,41,56,13,482,20,40,70,110,503,2,"12/01/12 00:00:00"
25,60,101,41,35,13,435,50,40,80,120,503,3,"12/01/12 00:00:00"
6,57,103,46,51,17,422,10,40,50,90,971,4,"12/01/12 00:00:00"
28,73,127,54,45,17,424,40,50,70,120,503,5,"12/01/12 00:00:00"
87,153,306,153,66,42,1319,80,150,140,290,971,6,"12/01/12 00:00:00"
105,174,289,115,69,37,1166,110,100,160,260,509,8,"12/01/12 00:00:00"
46,71,120,49,25,13,845,50,40,70,110,425,9,"12/01/12 00:00:00"
30,66,107,41,36,12,320,20,30,40,70,509,11,"12/01/12 00:00:00"
28,63,106,43,35,13,466,20,30,40,70,509,12,"12/01/12 00:00:00"
-3,76,131,55,79,49,627,-10,40,50,90,360,13,"12/01/12 00:00:00"
58,104,176,72,46,23,461,80,80,120,200,253,2,"12/01/12 00:00:00"
20,145,250,105,125,95,716,50,120,170,290,509,3,"12/01/12 00:00:00"
13,32,56,24,19,7,567,20,20,30,50,253,4,"12/01/12 00:00:00"
23,80,145,65,57,24,403,30,60,80,140,509,5,"12/01/12 00:00:00"
51,96,176,80,45,24,1079,60,70,100,170,253,6,"12/01/12 00:00:00"
154,171,382,170,76,47,1091,110,140,160,300,720,8,"01/01/13 00:00:00"
0,87,168,63,91,57,435,20,50,80,130,720,9,"01/01/13 00:00:00"
51,80,157,60,49,19,336,40,50,70,120,970,10,"01/01/13 00:00:00"
26,72,145,58,58,22,338,20,40,70,110,719,11,"01/01/13 00:00:00"
56,76,157,64,42,19,965,40,50,70,120,719,12,"01/01/13 00:00:00"
47,56,112,44,27,14,623,30,30,50,80,303,13,"01/01/13 00:00:00"
84,80,150,54,27,15,456,70,60,90,150,720,5,"01/01/13 00:00:00"
83,108,201,72,58,23,558,80,80,130,210,719,6,"01/01/13 00:00:00"
146,130,245,89,38,24,777,100,90,130,220,719,1,"01/01/13 00:00:00"
106,107,213,83,41,27,623,80,80,110,190,720,2,"01/01/13 00:00:00"
157,139,262,95,40,26,821,110,100,140,240,719,3,"01/01/13 00:00:00"
148,130,245,89,37,24,777,100,70,120,190,773,8,"01/01/13 00:00:00"
106,107,213,83,41,27,623,60,70,90,160,773,9,"01/01/13 00:00:00"
157,139,262,95,40,26,821,100,80,120,200,224,10,"01/01/13 00:00:00"
83,80,150,54,28,15,456,50,40,70,110,217,11,"01/01/13 00:00:00"
84,108,201,72,57,23,558,40,60,90,150,815,12,"01/01/13 00:00:00"
316,312,611,234,114,77,1310,260,270,370,640,312,5,"01/01/13 00:00:00"
218,228,510,228,92,63,1459,180,260,270,530,773,6,"01/01/13 00:00:00"
173,201,386,144,94,47,862,130,150,210,360,815,2,"01/01/13 00:00:00"
136,139,262,95,55,30,608,100,100,140,240,217,3,"01/01/13 00:00:00"
315,312,611,234,116,77,1310,200,200,280,480,641,8,"01/01/13 00:00:00"
134,139,262,95,56,30,608,90,80,120,200,641,9,"01/01/13 00:00:00"
220,228,510,228,91,63,1459,140,190,210,400,319,11,"01/01/13 00:00:00"
273,301,611,245,132,93,1419,160,210,270,480,641,12,"01/01/13 00:00:00"
17,26,48,17,16,4,777,30,10,40,50,563,5,"01/01/13 00:00:00"
16,26,48,17,17,4,777,30,10,40,50,515,6,"01/01/13 00:00:00"
17,27,50,18,17,5,821,20,10,30,40,563,1,"01/01/13 00:00:00"
8,34,69,28,30,8,965,20,20,40,60,641,2,"01/01/13 00:00:00"
19,31,60,23,20,7,623,20,20,30,50,515,3,"01/01/13 00:00:00"
-17,53,101,37,67,34,261,0,30,40,70,573,8,"01/01/13 00:00:00"
-61,11,111,88,52,27,525,-20,70,10,80,314,9,"01/01/13 00:00:00"
14,47,92,35,40,11,196,10,30,40,70,573,11,"01/01/13 00:00:00"
-14,36,73,29,47,11,169,-10,20,30,50,660,12,"01/01/13 00:00:00"
-6,42,85,34,48,12,197,0,20,40,60,816,13,"01/01/13 00:00:00"
75,73,138,50,26,14,821,70,50,90,140,573,5,"01/01/13 00:00:00"
70,68,128,46,24,12,777,60,50,80,130,573,6,"01/01/13 00:00:00"
61,105,213,85,69,32,494,40,90,100,190,314,2,"01/01/13 00:00:00"
73,92,190,78,47,24,965,50,80,90,170,314,3,"01/01/13 00:00:00"
45,48,90,32,20,8,456,50,20,50,70,567,8,"01/01/13 00:00:00"
45,48,90,32,20,8,821,50,20,50,70,614,9,"01/01/13 00:00:00"
106,126,235,84,61,27,651,60,70,110,180,513,11,"01/01/13 00:00:00"
104,116,224,84,51,26,500,60,70,100,170,567,12,"01/01/13 00:00:00"
154,171,382,170,76,47,1091,140,190,210,400,234,5,"01/01/13 00:00:00"
25,72,145,58,59,22,338,40,60,90,150,937,6,"01/01/13 00:00:00"
53,80,157,60,48,19,336,50,60,80,140,330,1,"01/01/13 00:00:00"
65,83,157,57,43,18,364,50,60,80,140,614,2,"01/01/13 00:00:00"
0,87,168,63,91,57,435,20,60,90,150,513,3,"01/01/13 00:00:00"
109,113,201,67,45,20,400,80,50,100,150,715,8,"01/01/13 00:00:00"
44,48,91,33,21,9,777,50,20,50,70,608,9,"01/01/13 00:00:00"
73,89,168,61,44,19,390,50,50,80,130,608,11,"01/01/13 00:00:00"
11,105,201,75,103,68,522,10,60,90,150,262,12,"01/01/13 00:00:00"
59,81,168,69,45,21,965,50,80,90,170,262,5,"01/01/13 00:00:00"
53,62,123,48,29,15,623,50,50,70,120,715,6,"01/01/13 00:00:00"
20,66,134,54,56,20,312,30,50,70,120,608,1,"01/01/13 00:00:00"
14,111,213,79,107,72,551,20,80,110,190,715,2,"01/01/13 00:00:00"
79,103,201,77,55,25,432,60,80,100,180,414,3,"01/01/13 00:00:00"
62,105,213,85,68,32,494,40,60,80,140,860,9,"01/01/13 00:00:00"
73,92,190,78,47,24,965,50,50,80,130,860,10,"01/01/13 00:00:00"
73,73,138,50,27,14,821,60,50,80,130,959,11,"01/01/13 00:00:00"
55,56,105,38,22,10,777,40,40,60,100,475,13,"01/01/13 00:00:00"
11,105,201,75,103,68,522,20,70,100,170,203,5,"01/01/13 00:00:00"
47,75,145,55,47,18,312,40,50,70,120,203,6,"01/01/13 00:00:00"
179,186,347,124,75,40,961,130,110,180,290,959,2,"01/01/13 00:00:00"
53,62,123,48,29,15,623,30,30,50,80,850,8,"01/01/13 00:00:00"
20,66,134,54,56,20,312,20,40,50,90,904,9,"01/01/13 00:00:00"
61,81,168,69,44,21,965,40,50,60,110,321,10,"01/01/13 00:00:00"
44,48,90,32,21,8,821,40,30,50,80,239,11,"01/01/13 00:00:00"
44,48,91,33,21,9,777,40,30,50,80,239,13,"01/01/13 00:00:00"
14,111,213,79,107,72,551,30,70,110,180,239,5,"01/01/13 00:00:00"
78,103,201,77,56,25,432,60,70,100,170,305,6,"01/01/13 00:00:00"
106,126,235,84,61,27,651,70,80,110,190,813,2,"01/01/13 00:00:00"
104,116,224,84,51,26,500,70,80,110,190,386,3,"01/01/13 00:00:00"
26,72,145,58,58,22,338,30,40,60,100,781,9,"01/01/13 00:00:00"
45,48,90,32,20,8,821,40,30,50,80,781,11,"01/01/13 00:00:00"
45,48,90,32,20,8,456,40,30,50,80,978,13,"01/01/13 00:00:00"
-36,63,141,63,90,57,435,-10,60,60,120,617,5,"01/01/13 00:00:00"
156,171,382,170,75,47,1091,110,160,170,330,617,7,"01/01/13 00:00:00"
572,422,553,72,58,23,558,360,60,400,460,413,2,"01/01/13 00:00:00"
-6,42,85,34,48,12,197,0,20,30,50,603,9,"01/01/13 00:00:00"
16,27,50,18,18,5,821,20,10,30,40,603,11,"01/01/13 00:00:00"
17,26,48,17,16,4,777,20,10,30,40,603,13,"01/01/13 00:00:00"
-16,53,101,37,66,34,261,0,30,50,80,603,5,"01/01/13 00:00:00"
-12,36,73,29,46,11,169,0,20,40,60,603,7,"01/01/13 00:00:00"
31,55,104,38,37,12,241,30,30,50,80,603,1,"01/01/13 00:00:00"
39,72,134,48,49,15,372,40,40,70,110,603,2,"01/01/13 00:00:00"
173,238,540,245,133,93,1419,100,180,190,370,516,9,"01/01/13 00:00:00"
-176,-27,201,207,90,64,965,-70,150,-10,140,516,10,"01/01/13 00:00:00"
157,139,262,95,40,26,821,120,100,150,250,607,11,"01/01/13 00:00:00"
146,130,245,89,38,24,777,110,90,140,230,716,12,"01/01/13 00:00:00"
84,80,150,54,27,15,456,70,50,90,140,212,13,"01/01/13 00:00:00"
-268,-44,68,105,134,95,725,-170,100,-50,50,516,5,"01/01/13 00:00:00"
273,262,548,228,91,63,1459,200,210,270,480,516,7,"01/01/13 00:00:00"
408,407,759,271,152,94,2101,260,260,380,640,518,2,"01/01/13 00:00:00"
55,63,125,49,29,16,623,40,40,60,100,318,8,"01/01/13 00:00:00"
62,105,213,85,68,32,494,40,80,100,180,318,9,"01/01/13 00:00:00"
47,51,95,34,22,9,777,50,40,60,100,337,2,"01/01/13 00:00:00"
44,48,91,33,21,9,777,50,40,60,100,318,3,"01/01/13 00:00:00"
12,105,201,75,102,68,522,10,60,90,150,504,4,"01/01/13 00:00:00"
109,113,201,67,45,20,400,80,50,100,150,225,5,"01/01/13 00:00:00"
75,89,168,61,43,19,390,50,50,70,120,337,6,"01/01/13 00:00:00"
17,27,50,18,17,5,821,20,10,30,40,505,8,"01/01/13 00:00:00"
6,34,69,28,32,8,965,20,20,40,60,505,9,"01/01/13 00:00:00"
41,72,134,48,48,15,372,50,60,90,150,505,2,"01/01/13 00:00:00"
-61,11,111,88,52,27,525,-30,110,10,120,505,3,"01/01/13 00:00:00"
-12,36,73,29,46,11,169,0,20,30,50,505,4,"01/01/13 00:00:00"
-16,53,101,37,66,34,261,-10,30,40,70,505,5,"01/01/13 00:00:00"
14,47,92,35,40,11,196,10,30,40,70,505,6,"01/01/13 00:00:00"
20,66,134,54,56,20,312,20,50,60,110,918,8,"01/01/13 00:00:00"
16,111,213,79,106,72,551,30,70,110,180,405,9,"01/01/13 00:00:00"
45,56,112,44,28,14,623,50,50,70,120,580,2,"01/01/13 00:00:00"
44,48,90,32,21,8,821,50,40,60,100,918,3,"01/01/13 00:00:00"
103,116,224,84,52,26,500,70,70,100,170,405,4,"01/01/13 00:00:00"
44,48,90,32,21,8,456,40,20,40,60,580,5,"01/01/13 00:00:00"
104,126,235,84,62,27,651,70,70,110,180,405,6,"01/01/13 00:00:00"
51,80,157,60,49,19,336,50,50,80,130,281,8,"01/01/13 00:00:00"
65,83,157,57,43,18,364,50,50,80,130,254,9,"01/01/13 00:00:00"
248,245,506,207,90,64,965,220,260,300,560,682,2,"01/01/13 00:00:00"
106,107,213,83,41,27,623,100,100,130,230,361,3,"01/01/13 00:00:00"
83,108,201,72,58,23,558,50,60,90,150,806,4,"01/01/13 00:00:00"
148,130,245,89,37,24,777,90,70,110,180,512,5,"01/01/13 00:00:00"
84,80,150,54,27,15,456,60,40,70,110,409,6,"01/01/13 00:00:00"
33,55,104,38,36,12,241,30,30,50,80,435,8,"01/01/13 00:00:00"
39,72,134,48,49,15,372,30,40,60,100,435,9,"01/01/13 00:00:00"
-62,11,111,88,54,27,525,-30,70,10,80,435,10,"01/01/13 00:00:00"
-16,53,101,37,66,34,261,0,20,40,60,435,11,"01/01/13 00:00:00"
14,47,92,35,40,11,196,10,20,30,50,801,12,"01/01/13 00:00:00"
-14,36,73,29,47,11,169,10,10,30,40,435,13,"01/01/13 00:00:00"
73,73,138,50,27,14,821,50,40,70,110,435,6,"01/01/13 00:00:00"
73,92,190,78,47,24,965,80,90,120,210,801,1,"01/01/13 00:00:00"
47,75,145,55,47,18,312,70,60,100,160,435,2,"01/01/13 00:00:00"
61,105,213,85,69,32,494,70,100,130,230,801,3,"01/01/13 00:00:00"
69,68,128,46,25,12,777,40,40,60,100,435,4,"01/01/13 00:00:00"
53,63,125,49,30,16,623,40,40,60,100,435,5,"01/01/13 00:00:00"
159,139,262,95,39,26,821,100,80,120,200,650,8,"01/01/13 00:00:00"
249,245,506,207,89,64,965,160,170,220,390,530,9,"01/01/13 00:00:00"
104,107,213,83,42,27,623,60,70,90,160,650,10,"01/01/13 00:00:00"
146,130,245,89,38,24,777,80,50,90,140,562,11,"01/01/13 00:00:00"
84,80,150,54,27,15,456,60,30,60,90,707,12,"01/01/13 00:00:00"
84,108,201,72,57,23,558,50,40,80,120,650,13,"01/01/13 00:00:00"
316,312,611,234,114,77,1310,200,220,300,520,951,6,"01/01/13 00:00:00"
-3,50,162,95,55,30,608,30,110,70,180,209,1,"01/01/13 00:00:00"
408,407,759,271,152,94,2101,370,340,500,840,949,2,"01/01/13 00:00:00"
-182,-26,132,144,96,47,862,-120,180,-40,140,310,3,"01/01/13 00:00:00"
218,228,510,228,92,63,1459,150,210,220,430,323,4,"01/01/13 00:00:00"
26,145,280,105,134,95,725,20,100,140,240,530,5,"01/01/13 00:00:00"
25,145,280,105,135,95,725,30,90,130,220,775,8,"01/01/13 00:00:00"
173,201,386,144,94,47,862,120,120,180,300,775,9,"01/01/13 00:00:00"
134,139,262,95,56,30,608,90,80,120,200,775,10,"01/01/13 00:00:00"
316,312,611,234,114,77,1310,150,150,220,370,702,11,"01/01/13 00:00:00"
220,228,510,228,91,63,1459,100,150,160,310,775,12,"01/01/13 00:00:00"
-552,-245,19,245,132,93,1419,-240,160,-160,0,775,13,"01/01/13 00:00:00"
17,26,48,17,16,4,777,20,10,30,40,702,6,"01/01/13 00:00:00"
-5,42,85,34,47,12,197,10,40,50,90,775,2,"01/01/13 00:00:00"
6,34,69,28,32,8,965,20,30,40,70,702,3,"01/01/13 00:00:00"
17,26,48,17,16,4,777,20,10,30,40,702,4,"01/01/13 00:00:00"
16,27,50,18,18,5,821,20,10,30,40,775,5,"01/01/13 00:00:00"
51,54,101,36,22,10,777,40,30,40,70,503,8,"01/01/13 00:00:00"
45,56,112,44,28,14,623,30,30,50,80,503,9,"01/01/13 00:00:00"
44,48,90,32,21,8,456,30,20,30,50,541,11,"01/01/13 00:00:00"
106,126,235,84,61,27,651,60,50,90,140,503,12,"01/01/13 00:00:00"
104,116,224,84,51,26,500,50,50,80,130,541,13,"01/01/13 00:00:00"
154,171,382,170,76,47,1091,100,160,160,320,971,6,"01/01/13 00:00:00"
2,87,168,63,90,57,435,40,70,110,180,503,1,"01/01/13 00:00:00"
44,93,179,67,68,22,400,60,80,120,200,503,2,"01/01/13 00:00:00"
65,83,157,57,43,18,364,70,70,100,170,971,3,"01/01/13 00:00:00"
25,72,145,58,59,22,338,20,50,70,120,503,4,"01/01/13 00:00:00"
51,80,157,60,49,19,336,50,50,80,130,503,5,"01/01/13 00:00:00"
179,186,347,124,75,40,961,120,100,170,270,509,8,"01/01/13 00:00:00"
47,51,95,34,22,9,777,50,20,50,70,360,9,"01/01/13 00:00:00"
109,113,201,67,45,20,400,50,40,80,120,253,11,"01/01/13 00:00:00"
75,89,168,61,43,19,390,40,40,60,100,206,12,"01/01/13 00:00:00"
12,105,201,75,102,68,522,20,40,80,120,425,13,"01/01/13 00:00:00"
55,62,123,48,28,15,623,40,40,60,100,206,4,"01/01/13 00:00:00"
20,66,134,54,56,20,312,20,50,60,110,206,5,"01/01/13 00:00:00"
61,81,168,69,44,21,965,60,60,80,140,425,6,"01/01/13 00:00:00"
59,77,145,53,41,16,338,70,60,100,160,206,2,"01/01/13 00:00:00"
14,111,213,79,107,72,551,60,90,140,230,509,3,"01/01/13 00:00:00"
147,170,362,170,71,47,1073,100,140,150,290,970,8,"02/01/13 00:00:00"
-4,75,137,54,78,49,427,10,40,70,110,970,9,"02/01/13 00:00:00"
49,80,149,60,47,19,329,40,50,70,120,719,10,"02/01/13 00:00:00"
27,73,141,59,55,22,331,10,50,60,110,970,11,"02/01/13 00:00:00"
50,74,145,62,40,19,958,30,50,60,110,970,12,"02/01/13 00:00:00"
45,56,107,44,26,14,618,30,30,50,80,970,13,"02/01/13 00:00:00"
119,112,201,77,32,21,449,110,80,140,220,303,5,"02/01/13 00:00:00"
88,114,201,75,55,24,549,90,80,140,220,970,6,"02/01/13 00:00:00"
156,144,259,99,39,27,766,120,100,150,250,720,1,"02/01/13 00:00:00"
101,107,202,83,39,27,613,80,80,110,190,303,2,"02/01/13 00:00:00"
147,137,247,95,38,26,809,110,100,140,240,303,3,"02/01/13 00:00:00"
156,144,259,99,39,27,766,110,80,130,210,630,8,"02/01/13 00:00:00"
101,107,202,83,39,27,613,60,70,90,160,773,9,"02/01/13 00:00:00"
147,137,247,95,38,26,809,100,80,120,200,815,10,"02/01/13 00:00:00"
117,112,201,77,33,21,449,80,60,100,160,708,11,"02/01/13 00:00:00"
88,114,201,75,55,24,549,50,60,100,160,708,12,"02/01/13 00:00:00"
298,311,581,234,110,77,1282,260,270,370,640,815,5,"02/01/13 00:00:00"
211,229,487,228,87,63,1436,180,260,270,530,630,6,"02/01/13 00:00:00"
171,206,377,148,91,48,844,140,150,220,370,312,2,"02/01/13 00:00:00"
141,150,271,104,55,33,596,100,110,150,260,773,3,"02/01/13 00:00:00"
298,311,581,234,110,77,1282,190,200,270,470,563,8,"02/01/13 00:00:00"
